ID,Title,"Report Year",Status,"Year Adopted","Date of Last Event",Level,State,County,County,Municipality,Type,Content,Citations
3461,"Town of Rotterdam (Schenectady County)",2025,Expired,2022,2024,Local,NY,"Schenectady County",36093,,Solar|Wind|Storage,"In December 2022, the Town of Rotterdam adopted a 1-year moratorium on large-scale solar projects. The moratorium was adopted amid backlash to plans for a 20-MW solar project that would require clearing 100 acres of trees on a 460-acre parcel. In September 2023, Rotterdam adopted 6-month moratoria on battery energy storage facilities and wind projects. Then, in January 2024, the town extended its solar project moratorium by 6 months, and, in April 2024, the town extended its battery energy storage and wind project moratoria by 6 months as well.","Chad Arnold, Rotterdam adopts 12-month moratorium on solar arrays, THE DAILY GAZETTE, Dec. 15, 2022, https://dailygazette.com/2022/12/15/rotterdam-adopts-12-month-moratorium-on-solar-arrays/; Chad Arnold, Rotterdam approves moratoriums on wind, battery storage systems, DAILY GAZETTE, Sept. 18, 2023 (updated Dec. 11, 2023), https://www.dailygazette.com/news/rotterdam-approves-moratoriums-on-wind-battery-storage-systems/article_4bf78d3d-fb83-57fb-862e-3d8ebc5dc01d.html; Chad Arnold, Rotterdam lawmakers extend solar moratorium, Daily Gazette, Jan. 11, 2024, https://www.dailygazette.com/news/govt_politics/rotterdam-solar-moratorium/article_1d1968f6-b0b5-11ee-aa73-638cd4df4132.html; Town of Rotterdam, New York, Local Law 1 of 2024 (Jan. 16, 2024), https://ecode360.com/RO0175/laws/LF2026664.pdf; Town of Rotterdam, New York, Local Law 5 of 2024 (Apr. 16, 2024), https://ecode360.com/RO0175/laws/LF2026663.pdf; Town of Rotterdam, New York, Local Law 6 of 2024 (Apr. 16, 2024), https://ecode360.com/RO0175/laws/LF2026665.pdf."
3462,"Town of Sanford (Broome County)",2025,Expired,2019,2019,Local,NY,"Broome County",36007,"Town of Sanford",Wind,"In August 2019, the Sanford Town Board enacted a 3-month moratorium on permitting of wind energy facilities as it considered a local law that would have more stringently regulated wind energy.","Town of Sanford, New York, Resolution Adopting Local Law No. 2-2019 (August 13, 2019), https://townofsanfordny.com/wp-content/uploads/2019/09/CCE09032019_0001.pdf."
3463,"Town of Seneca (Ontario County)",2025,"In effect",2014,2018,Local,NY,"Ontario County",36069,"Town of Seneca",Solar,"Local Law No. 6 of 2014 limits the cumulative capacity of major solar energy systems across the town to 16 MW.","Seneca, N.Y., Code § 92 (as of May 3, 2018), https://www.townofseneca.com/uploads/1/8/4/9/18490564/zoning_with_2018_changes.pdf."
3464,"Town of Shutesbury (Franklin County)",2025,"In effect",2021,2023,Local,MA,"Franklin County",25011,"Town of Shutesbury",Solar,"Shutesbury’s solar bylaw, adopted in May 2008 and amended in June 2021, prohibits solar plants larger than fifteen acres, among other restrictions. In January 2023, Shutesbury residents voted to adopt a revised town bylaw for solar arrays at a Special Town Meeting. The revised bylaw would have banned energy storage systems as a principal use in all zoning districts and limited large-scale solar installations (defined as installations between 1.5 and 15 acres of land) to a special use in Forest Conservation Districts, prohibiting such installations in all other districts. The Massachusetts Attorney General’s office sent a letter to Shutesbury officials disapproving of the January 2023 bylaw, partially based on a determination that the bylaw violated state law by effectively banning solar installations. The Attorney General’s office’s action resulted in the pre-2023 bylaw regaining legal effect. The pre-2023 bylaw is the subject of a lawsuit filed by developer PureSky Energy in August 2023, in which PureSky alleges that the town’s solar regulations are in violation of state law that prohibits unreasonable regulation of solar energy systems.","John F. Weaver, Developer challenges Masschusetts town on solar zoning restrictions, PV Mag., Aug. 9, 2023, https://pv-magazine-usa.com/2023/08/09/developer-challenges-massachusetts-town-on-solar-zoning-restrictions/; Scott Merzback, Shutesbury seeks dismissal of suit filed by solar biz, Daily Hampshire Gazette, Aug. 2, 2023, https://www.gazettenet.com/Shutesbury-seeks-dismissal-of-Land-Court-lawsuit-related-to-large-scale-solar-projects-51819907; Scott Merzbach, State attorney general’s office rejects Shutesbury’s revised solar bylaws, Daily Hampshire Gazette, Aug. 2, 2023, https://www.gazettenet.com/Shutesbury-seeks-dismissal-of-Land-Court-lawsuit-related-to-large-scale-solar-projects-51819907."
3465,"Town of Smithfield (Somerset County)",2025,"In effect",2022,2023,Local,ME,"Somerset County",23025,"Town of Smithfield",Solar,"In March 2022, voters at the annual Smithfield Town Meeting approved a 180-day moratorium on commercial solar development. In October 2023, the Town Council passed an updated solar ordinance that increased the buffer between ground-mounted solar systems and residential zones from 50 to 300 feet.","Evan Houk, Smithfield voters approve solar moratorium, municipal budget at annual town meeting, Central Maine, May 15, 2022, https://www.centralmaine.com/2022/03/15/smithfield-voters-approve-solar-moratorium-municipal-budget-at-annual-town-meeting/; Jacquelyn Moorehead, Smithfield approves updated solar, stone wall, Land Trust ordinances, Valley Breeze, October 5, 2023, https://www.valleybreeze.com/news/smithfield-approves-updated-solar-stone-wall-land-trust-ordinances/article_7b12fc6c-6252-11ee-b857-77c994eec8cf.html."
3466,"Town of Somerset (Niagara County)",2025,"In effect",2018,2018,Local,NY,"Niagara County",36063,"Town of Somerset",Wind,"In January 2018, the Somerset town board unanimously passed a law that effectively banned industrial wind turbines in the town. The zoning amendments banned structures over 150 feet in height, prohibited wind turbines outside the town’s small industrial zones, prohibited wind turbines that sell electricity off-site, and required turbines to be set back as far as 1 mile from buildings. The restrictions appeared to be aimed at stopping the proposed Lighthouse Wind project.","Thomas J. Prohaska, Somerset passes tougher anti-wind turbine laws, THE BUFFALO NEWS, Jan. 30, 2018, https://buffalonews.com/news/local/somerset-passes-tougher-anti-wind-turbine-laws/article_1c019429-0320-58ff-a426-f262b1994a2c.html."
3467,"Town of Southampton (Suffolk County)",2025,"In effect",2023,2024,Local,NY,"Suffolk County",36103,"Town of Southampton",Storage,"In February 2023, the Town of Southampton implemented a moratorium on battery storage facilities after a lithium-ion battery storage facility fire that year in East Hampton. In July 2024, the Town of Southampton extended the moratorium by 6 months.","Seraina Caviezel, BESS Debate: Southampton Extends Battery Energy Storage Moratorium, Dan’s Papers, Aug. 1, 2024, https://www.danspapers.com/2024/08/southampton-battery-energy-storage/."
3468,"Town of Southold (Suffolk County)",2025,Expired,2024,2024,Local,NY,"Suffolk County",36103,"Town of Southold",Storage,"Southold’s battery storage moratorium was extended by 12 months in March 2024.","Seraina Caviezel, BESS Debate: Southampton Extends Battery Energy Storage Moratorium, Dan’s Papers, Aug. 1, 2024, https://www.danspapers.com/2024/08/southampton-battery-energy-storage/."
3469,"Town of Springfield (Dane County)",2025,"In effect",2021,2021,Local,WI,"Dane County",55025,"Town of Springfield",Solar,"An ordinance adopted in April 2021 sets out Town “policies” that discourage siting utility-scale solar farms on agricultural land. Among the Town policies are the following statements: (a) “Do not site [solar energy systems] on Group I or II agricultural soils” and (b) “Discourage [siting of solar energy systems] in other areas used for crop production.”  The restrictions are nonbinding.","Town of Springfield, Wis., Ordinance 2021-02 Sec. 9 (Apr. 8, 2021), http://danecotowns.net/wp-content/uploads/2021/06/Springfield-2021-02-Comp-Amendment-Solar-siting.pdf."
3470,"Town of Trenton (Hancock County)",2025,"In effect",2024,2024,Local,ME,"Hancock County",23009,,Solar,"In 2023, the Town of Trenton’s Select Board passed a moratorium on large-scale Solar Projects in response to a proposed 70-MW solar farm. The moratorium was extended multiple times, including a 180-day extension in September 2024. In the meantime, on May 2024, the Town of Trenton voters rejected a proposed ordinance to facilitate large-scale solar development. Opponents of solar development in the town include a group called Neighbors Against More Large-Scale Solar Development.","Carrie Jones, Trenton Extends Its Solar Moratorium, Bar Harbor Story, Oct. 3, 2024, https://barharborstory.substack.com/p/trenton-extends-its-solar-moratorium; Katie Delaney, Trenton Extends Temporary Ban on Large-Scale Solar Energy Projects, News Center Maine, Sept. 19, 2024, https://www.newscentermaine.com/article/news/politics/maine-politics/trenton-extends-temporary-ban-large-scale-solar-energy-projects-maine/97-d8610ca5-2ac4-45a9-9e43-ae717b8e7048."
3471,"Town of Turner (Androscoggin County)",2025,"In effect",2024,2024,Local,ME,"Androscoggin County",23001,,Solar,"In April 2024, the Town of Turner passed a zoning ordinance that required solar farms to include a vegetated buffer of at least 50 feet in depth to mitigate the visual impact.","Town of Turner, Me., Zoning Ordinance: Solar Energy Systems § 4.EE (adopted Mar. 2024), https://www.turnermaine.com/wp-content/uploads/2024/03/Zoning-Ordinance-Solar-2023.pdf; Town of Turner, Me., Zoning Ordinance § 4 (adopted Apr. 6, 2024), https://www.turnermaine.com/wp-content/uploads/2024/10/Turner-Zoning-Ordinance-04-2024.pdf."
3472,"Town of Union (Rock County)",2025,"In effect",2007,2007,Local,WI,"Rock County",55105,"Town of Union",Wind,"An ordinance requiring turbine setbacks of a 0.5 miles (2,640 feet) from existing homes was enacted in 2007. However, state law now prohibits municipalities from requiring that wind turbines be set back by more than 1,250 feet.","Wisconsin Public Service Commission, Wind Siting – Frequently Asked Questions at 3, https://psc.wi.gov/SiteAssets/WindSitingFAQs.pdf (last visited Apr. 1, 2023); The War Over Wind, Isthmus, Sept. 10, 2009."
3473,"Town of Unity (Waldo County)",2025,Expired,2023,2023,Local,ME,"Waldo County",23027,"Town of Unity",Transmission,"In November 2023, in response to plans for the Aroostook Renewable Gateway Project, Unity residents enacted a 180-day moratorium on high-voltage power lines.","Dylan Tusinski, Unity adopts moratorium on high-voltage power lines as it codifies opposition to power corridor, Central Maine, Nov. 17, 2023, https://www.centralmaine.com/2023/11/17/unity-adopts-moratorium-on-high-voltage-power-lines-as-it-codifies-opposition-to-power-corridor/."
3474,"Town of Vestal (Broome County)",2025,"In effect",2024,2024,Local,NY,"Broome County",36007,,Solar,"In September 2021, the Town of Vestal enacted a 6-month moratorium on approval of solar farms 25 kW or larger. In May 2022, the moratorium was extended by 1 year, and in May 2023, it was extended by another 6 months.  In June 2024, the Vestal Town Board unanimously voted to instate a 1-year moratorium on the approval of commercial solar farms, halting existing and future applications for solar farms. At public hearings on the moratorium, some residents expressed concerns about the potential negative impacts of solar farms, such as fire hazards and water contamination.","Rebecca Redelmeier, Vestal passes year-long moratorium on solar development, WSKG, Jun. 13, 2024, https://wskg.org/regional-news/2024-06-13/vestal-passes-year-long-moratorium-on-solar-development; Vestal Town Board, New York, Meeting Minutes (Sept. 15, 2021), https://cms1files.revize.com/vestalny/09.15.21%20TBM%20Minutes.pdf; Vestal Town Board, New York, Meeting Minutes (May 25, 2022), https://cms1files.revize.com/vestalny/05.25.22%20%20TBM%20MINUTES%20DRAFT%20final.pdf; Vestal Town Board, New York, Meeting Minutes (May 24, 2023), https://cms1files.revize.com/vestalny/05.24.2023%20TBM%20Minutes.pdf."
3475,"Town of Weld (Franklin County)",2025,Expired,2023,2024,Local,ME,"Franklin County",23007,"Town of Weld",Solar,"In June 2023, the Select Board approved a 6-month moratorium on commercial solar energy facilities, citing a need for more time to draft ordinances regulating solar facilities. In March 2024, the Select Board approved another 6-month moratorium on commercial solar energy facilities.","Town of Weld, Maine, Ordinance Establishing an Emergency Moratorium on Commercial Solar Energy Facilities (June 13, 2023), https://www.weld-maine.org/blog/post/town-of-weld-ordinance-establishing-an-emergency-moratorium-on-commercial-solar-energy-facilities-approved-june-12-2023; Pam Harnden, Questions arise after moratorium on commercial solar energy facilities approved in Weld, THE FRANKLIN JOURNAL, June 28, 2023, https://www.sunjournal.com/2023/06/28/questions-arise-after-moratorium-on-commercial-solar-energy-facilities-approved-in-weld/; Karolyne Sloma, Weld voters approve solar farm moratorium in annual town meeting, The Daily Bulldog, Mar. 13, 2024, https://dailybulldog.com/features/weld-voters-approve-solar-farm-moratorium-in-annual-town-meeting/."
3476,"Town of Westerlo (Albany County)",2025,"In effect",2019,2021,Local,NY,"Albany County",36001,"Town of Westerlo",Solar|Wind|Storage,"In August 2019, the Westerlo town board voted unanimously to enact a yearlong moratorium on commercial solar arrays, commercial wind turbines, and associated energy-storage systems after approving five solar projects in the span of two years. The moratorium was subsequently extended to November 2021. In October 2021, the town passed new ordinances that took effect once the moratorium expired.","In Westerlo’s ‘perfect storm,’ solar moratorium enacted, The Altamont Enterprise, Aug. 8, 2019, https://altamontenterprise.com/08082019/westerlos-perfect-storm-solar-moratorium-enacted; Westerlo Passes Renewable-Energy Laws, Altamont Enterprise, Oct. 6, 2021; https://altamontenterprise.com/10062021/westerlo-passes-renewable-energy-laws."
3477,"Town of Westport (Dane County)",2025,"In effect",2021,2021,Local,WI,"Dane County",55025,"Town of Westport",Solar,"A town ordinance adopted October 4, 2021, provides that solar energy systems “may not be sited on Group I or II agricultural soils as these align with the most productive farming areas of the Town.” The ordinance further provides that solar energy systems are “discouraged in other areas used for crop production.”","TOWN OF WESTPORT, WIS., CODE OF ORDINANCES § 7-13-7(i)-(j), https://www.townofwestport.org/sites/g/files/vyhlif6051/f/uploads/t7-ch13.pdf; Town of Westport, Wis., Minutes of Oct. 4, 2021 Town Board Meeting, https://www.townofwestport.org/sites/g/files/vyhlif6051/f/minutes/town_board_minutes_10-04-21.pdf."
3478,"Town of Woodland (Northampton County)",2025,Expired,2015,2015,Local,NC,"Northampton County",37131,"Town of Woodland",Solar,"In 2015, the Woodland Town Council approved a moratorium on all future solar projects in the midst of opposition to a project proposed by Strata Solar.","Max Blau, How a North Carolina village came to believe that solar farms were “killing the town”, The Guardian, Dec. 21, 2015, https://www.theguardian.com/us-news/2015/dec/21/north-carolina-woodland-solar-farms."
3479,"Town of Woodstock (Oxford County)",2025,"In effect",2013,2013,Local,ME,"Oxford County",23017,"Town of Woodstock",Wind,"The Town of Woodstock’s Commercial Wind Energy Facility Ordinance establishes setback requirements of 1 mile from non-participating property lines and 3,000 feet from scenic or special resources. The ordinance also limits noise to 35 or 45 dBa, depending on the time of day.","Town of Woodstock, Maine, Commercial Wind Energy Facility Ordinance (submitted on February 13, 2013), https://static1.squarespace.com/static/6034100847f9091dbc4810c8/t/60918e8889838a5fd4f5e69e/1620151969002/WoodstockWindOrdinance.pdf."
3480,"Town of Worth (Jefferson County)",2025,"In effect",2019,2019,Local,NY,"Jefferson County",36045,"Town of Worth",Wind,"In April 2019, the Worth town board adopted restrictions on wind farms that purportedly would make it “almost impossible” for Avangrid to construct the proposed Mad River Wind Farm.","Emily Griffin, Worth Residents Criticize Town Officials for Wind Law They Don’t Remember Passing, WWNY-TV, June 19, 2019, https://www.wwnytv.com/2019/06/19/worth-residents-criticize-town-officials-wind-law-they-dont-remember-passing."
3481,"Town of Yates (Orleans County)",2025,"In effect",2016,2016,Local,NY,"Orleans County",36073,"Town of Yates",Wind,"In May 2016, the Yates Town Board unanimously approved a 6-month moratorium on wind energy projects. In February 2018, the Yates Town Board amended its wind energy facilities law to establish the following setback requirements: 3 miles from Lake Ontario; 1800 feet and 4.5 times total height from the boundary line of permitted wind development districts; 1800 feet and 4.5 total height from the Waterfront Revitalization Area Boundary; 2 times total height from non-residential structures; and the greater of 0.5 miles or 6 times total height from non-participant property lines, public roads, and highway rights-of-way, among other setback requirements.","Mallory Diefenbach, Yates approves Moratorium, THE DAILY NEWS, May 14, 2016, https://www.thedailynewsonline.com/news/yates-approves-moratorium/article_9be0103b-2cd0-506d-aaaf-288dde2fe4e9.html; Town of Yates, New York, Zoning Regulations (last revised February 22, 2018), https://townofyates.org/Yates-Zoning-Book-Revised-2-22-18.pdf; Tom Rivers, Yates approves revised wind ordinance with farther setbacks for turbines, ban by lakeshore, ORLEANS HUB, Feb. 9, 2018, https://orleanshub.com/yates-approves-revised-wind-ordinance-with-farther-setbacks-for-turbines-ban-by-lakeshore/."
3482,"Traverse County",2025,Expired,2024,2024,Local,MN,"Traverse County",27155,,Wind,"In 2023, Traverse County passed an interim ordinance that temporarily prohibited the permitting and constructing of wind energy facilities for 12 months. In February 2024, the county extended its moratorium by an additional 12 months to allow time to update its current Wind Energy Conversion Systems ordinance","Karen Tolkkinen, Wind Turbines Have Become Divisive Issue in Traverse County, STAR TRIBUNE, July 13, 2024, https://www.startribune.com/tolkkinen-wind-turbines-have-become-the-divisive-issue-in-traverse-county/600380484; AUGUSTA TOWNSHIP, MICH., Resolution #23-04 To Approve Settlement Agreement with Consumers Energy and Jupiter Power, Mar. 14, 2023, https://augustatownship.org/wp-content/uploads/2023/03/23-04-Final-RES-Approve-CJ-Settlement-Signed.pdf; TRAVERSE COUNTY, MINN., Board of Commissioners Meeting Minutes, Feb. 6, 2024, https://www.co.traverse.mn.us/wp-content/uploads/2014/08/02.06.2024-Minutes.pdf."
3483,"Twin Falls County",2025,"In effect",2023,2024,Local,ID,"Twin Falls County",16083,,Solar|Wind,"In August 2023, Twin Falls County Commissioners voted to institute a moratorium on large-scale energy projects on private land for 182 days. The County defined “large scale” projects as those with a nameplate capacity of 10 MW or greater or requiring 100 or more acres of land. In March 2024, the Twin Falls County Commissioners unanimously passed a zoning ordinance regulating wind and solar energy projects. The ordinance prohibits new energy projects from being located on prime farmland, which it defines as farmland “which has the soil quality, growing season, and moisture supply needed to produce economically sustained high yields of crops when treated and managed according to acceptable farming methods.”","Lorien Nettleton, Large-scale wind and solar permits paused in Twin Falls County, Magic Valley, Aug. 24, 2023, https://magicvalley.com/news/local/energy-twinfalls-ordinance-solar-wind-turbines/article_3abc03d6-dd8e-11ee-9418-9be4a5fe975a.html; Eric Goodell, Twin Falls commissioners pass energy ordinance, Magic Valley, March 10, 2024, https://magicvalley.com/news/local/energy-twinfalls-ordinance-solar-wind-turbines/article_3abc03d6-dd8e-11ee-9418-9be4a5fe975a.html."
3484,"Tyrone Township (Livingston County)",2025,"In effect",2023,2023,Local,MI,"Livingston County",26093,"Tyrone Township",Solar,"In April 2023, Tyrone Township adopted a 6-month moratorium on solar projects in order to develop solar regulations. The moratorium was in response to community concerns about noise, property values, and environmental impacts. In October 2023, the township extended the moratorium by six months, and in November 2023, the township Board of Trustees unanimously adopted a resolution in favor of maintaining local control of utility-scale solar facilities.","Patricia Alvord, Tyrone Township votes to enact six-month moratorium for solar projects, Livingston Daily, Apr. 9, 2023, https://www.livingstondaily.com/story/news/local/community/tyrone-township/2023/04/09/tyrone-township-votes-to-enact-six-month-moratorium-for-solar-projects/70084192007/; Sharon Stone, Talks continue on utility-scale solar facilities, Tri-County Times, Dec. 15, 2023, https://www.tctimes.com/news/talks-continue-on-utility-scale-solar-facilities/article_e0e728be-9b88-11ee-b2e1-b3d8604a326a.html."
3485,"Umatilla County",2025,"In effect",2022,2022,Local,OR,"Umatilla County",41059,,Wind,"Wind turbines must be set back 2 miles from the city urban growth boundary, 1 mile from land zoned as an unincorporated community, and 2 miles from a rural residence.","Umatilla County, Or., Development Code § 152.616(HHH)(6)(a) (last updated July 19, 2022), https://www.co.umatilla.or.us/fileadmin/user_upload/Planning/Umatilla_County_Development_Code.pdf."
3486,"Union County",2025,"In effect",2023,2024,Local,IA,"Union County",19175,,Wind,"In March 2023, the Union County Board of Supervisors extended an industrial wind energy moratorium until December 2023. A group called “Protect Our Land’s Future” had argued that the current county setback of 1,500 feet between a turbine and a structure did not adequately protect other uses of property. The moratorium was again extended until its eventual expiration in July 2024, when the county adopted changes to its wind ordinance. The county’s new wind ordinance requires that wind turbines be set back the greater of 0.62 miles (3,281 feet) or 7 times turbine height from a property line.","KSIB News, Supervisors extend abeyance on new industrial wind power projects, KSIB RADIO, Mar. 7, 2023, http://www.ksibradio.com/supervisors-extend-abeyance-on-new-industrial-wind-power-projects/; Candra Brooks, Public hearing to be held for wind turbines ordinance changes, OSCEOLA SENTINEL-TRIBUNE, Sept. 5, 2024, https://www.osceolaiowa.com/news/local/2024/09/05/public-hearing-to-be-held-for-wind-turbines-ordinance-changes/; Union County, Iowa, Ordinance #73 (May 20, 2024), https://unioncountyiowa.gov/wp-content/uploads/2024/05/Ordinance-73-Wind-Farm-Amendment-for-Future-Projects.pdf."
3487,"Union County",2025,"In effect",2022,2022,Local,OH,"Union County",39159,,Solar,"On June 15, 2022, the Union County Board of Commissioners approved a resolution that prohibits solar projects of at least 50 MW from unincorporated areas in 8 townships.","Union County, Ohio, Resolution No. 22-217 (June 15, 2022), https://www.unioncountyohio.gov/information (last visited Apr. 29, 2023); see also Jake Zuckerman, Ten Ohio counties ban wind, solar projects under new state law, Ohio Capital Journal, Aug. 23, 2022, https://ohiocapitaljournal.com/2022/08/23/nine-ohio-counties-ban-wind-solar-projects-under-new-state-law/."
3488,"Vassar Township (Tuscola County)",2025,"In effect",2021,2021,Local,MI,"Tuscola County",26157,"Vassar Township",Wind,"Vassar Township’s 2021 zoning ordinance for wind energy requires a minimum setback of 5 times turbine max blade tip height from non-participating property lines.","Vassar Township, Michigan, Ordinance No. 100 (May 6, 2021), https://vassartownship.org/wp-content/uploads/2023/03/zoning-ordinance-edited-11-30-2023.pdf."
3489,"Vermillion County",2025,"In effect",2021,2021,Local,IN,"Vermillion County",18165,,Wind,"An ordinance adopted in September 2021 requires that wind turbines be set back 2 miles from property lines and roads. It further limits noise to 32 dBA at the property line and limits the size of projects in the agricultural zoning district to 100 MW.","Vermillion County, Ind., Ordinance No. 2021-13 § 1.3 (Sept. 28, 2021), https://www.vermilliongov.us/wp-content/uploads/2021/10/Wind-Energy-Conversion-Systems-Amend-to-Ordin-2021-13.pdf."
3490,"Villa Hills (Kenton County)",2025,"In effect",2018,2018,Local,KY,"Kenton County",21117,"City of Villa Hills",Solar,"Villa Hills has banned commercial solar projects by requiring in its solar ordinance that the primary purpose of solar energy systems be for providing power for the property where the system is located, rather than for commercial use. It also requires that solar panels on flat roofs in non-residential zones not be visible from public rights-of-way, parking lots, and adjacent properties.","Villa Hills, Kentucky, Zoning Ordinance Section 9.30 (Solar Panels), https://eec.ky.gov/Energy/Documents/Kenton%20County%20-%20Villa%20Hills%20Solar%20Ordinance.pdf."
3491,"Village of Mount Kisco (Westchester County)",2025,Expired,2024,2024,Local,NY,"Westchester County",36119,"Village of Mount Kisco",Storage,"In April 2024, the Village of Mount Kisco adopted a 6-month moratorium on battery storage system applications. The moratorium was prompted by a battery storage application that reached the Mount Kisco Zoning Board of Appeals.","Abby Luby, Mount Kisco Enacts Moratorium on Battery Energy Storage Systems, Examiner News, Aug. 11, 2024, https://www.theexaminernews.com/mount-kisco-enacts-moratorium-on-battery-energy-storage-systems/."
3492,"Village of Teutopolis (Effingham County)",2025,"In effect",2023,2023,Local,IL,"Effingham County",17049,,Wind,"In June 2023, the Village of Teutopolis banned the construction of wind farms within the village’s corporate limits and extraterritorial jurisdictional limits.","Village of Teutopolis, Illinois, Code of Ordinances 154.032 (“Wind Energy Conversion System Regulations”) (June 2023), https://teutopolis.com/wp-content/uploads/2023/06/1FA0342-Wind-Energy-Amendments-June-2023.pdf."
3493,"Wabash County",2025,"In effect",2017,2017,Local,IN,"Wabash County",18169,,Wind,"In 2017, Wabash County tightened its restrictions on wind development, requiring 3,960-foot setbacks from most buildings, zero shadow flicker on the properties of non-participants, and a 32-dBA limit.","Wabash County, Ind., Ordinance No. 2017-85-9 §§ 6.24 I(I), 6.24 I(J), 6.24 R(G), http://gov.wabash.in.datapitstop.us/DATA/REPORTS/FLD00003/00007961.PDF; Wabash Plain Dealer, Wabash County Revises Wind Farm Regulation Relating to ‘Shadow Flicker’, Indiana Economic Digest, Dec. 22, 2017, https://indianaeconomicdigest.net/MobileContent/Most-Recent/Friday/Article/Wabash-County-revises-wind-farm-regulation-relating-to-shadow-flicker-/31/132/90564."
3494,"Wabaunsee County",2025,"In effect",2023,2023,Local,KS,"Wabaunsee County",20197,,Solar,"In May 2023, the Wabaunsee County Commission adopted a 5-year moratorium on commercial solar farms, with an end date of June 2028","Wabaunsee County, Kansas, Wabaunsee County Commission Meeting Minutes (May 8, 2023), https://www.wbcounty.org/sites/g/files/vyhlif6196/f/minutes/05.08.2023_signed_minutes.pdf."
3495,"Wales Township (St. Clair County)",2025,Expired,2023,2023,Local,MI,"St. Clair County",26147,"Wales Township",Solar|Wind,"In February 2023, Wales Township adopted an 18-month moratorium on wind and solar projects.","Jackie Smith and Patricia Alvord, Whitmer wants to make Michigan a clean energy haven. But rural communities are pushing back, Port Huron Times Herald, June 4, 2023, https://www.thetimesherald.com/story/money/business/2023/06/04/rise-of-wind-solar-farms-prompts-major-rule-changes-for-michigan-townships/70277865007/."
3496,"Warren County",2025,"In effect",2009,2009,Local,VA,"Warren County",51187,,Wind,"A 2009 ordinance limits wind turbines to 120 feet in height.","WARREN COUNTY, VA., CODE OF ORDINANCES § 180-59.1 (added May 19, 2009), https://ecode360.com/13713827."
3497,"Washington County",2025,Expired,2020,2021,Local,CO,"Washington County",08121,,Solar|Wind,"A temporary moratorium on accepting, processing, and approving wind and solar farm permits in unincorporated parts of the county went into effect on March 24, 2020. The moratorium was extended multiple times until August 31, 2021 or later.","Washington County, Colo., Resolution 64-2020 (Mar. 24, 2020), https://washingtoncounty.colorado.gov/sites/washingtoncounty/files/64-2020%20Moratorium%20wind%20and%20solar.pdf; Washington County, Colo., Resolution 83-2021 (July 13, 2021), https://washingtoncounty.colorado.gov/sites/washingtoncounty/files/83%20Extending%20Moratorium.pdf."
3498,"Washington Parish",2025,"In effect",2021,2022,Local,LA,"Washington Parish",22117,,Solar,"In March 2021, Washington Parish established a moratorium on solar farms as it sought to develop a regulatory ordinance. The moratorium was extended several times, until the Washington Parish Council passed new regulations on solar projects in April 2022.","Washington Parish Council, Louisiana, Resolution No. 21-1106 (Sept. 27, 2021), https://www.wpgov.org/DocumentCenter/View/728/Resolution-21-1106-A-resolution-for-a-third-extension-on-the-moratorium-on-approval-of-solar-panel-farms-PDF; Washington Parish Council Approves Solar Ordinance, Era Leader, April 19, 2022, https://www.era-leader.com/local-content-top-stories/washington-parish-council-approves-solar-ordinance; Rob Masson, Solar power plant projects stall in Washington Parish amid tax exemption debate, Fox 8, May 16, 2023, https://www.fox8live.com/2023/05/16/solar-power-plant-projects-stall-washington-parish-amid-tax-exemption-debate/."
3499,"Watertown Township (Clinton County)",2025,"In effect",2020,2022,Local,MI,"Clinton County",26037,"Watertown Township",Solar,"In May 2020, Watertown Township adopted a 6-month moratorium on large solar developments. In March 2021, only 3 months after the first moratorium expired, the planning commission recommended an additional 6-month moratorium, which the township board was expected to adopt. As of 2022, the township solar ordinance requires that large commercial solar projects be set back 500 feet from property lines of nonparticipating properties.","Eric Levine, Watertown continues to study solar ordinance, Sanilac County News, Mar. 24, 2021, https://sanilaccountynews.mihomepaper.com/articles/watertown-continues-to-study-solar-ordinance; Watertown Township, Mich., Zoning Ordinance Amendment, Solar Energy Systems, Ordinance No. 2022-01, § J(5), http://www.watertowntownship.net/media/uploads/docs/Solar_Ordinance.pdf."
3500,"Wayne County",2025,"In effect",2016,2016,Local,IN,"Wayne County",18177,,Wind,"A 2016 ordinance passed by the Wayne County Commissioners provides that large wind energy systems with a capacity greater than 50 kW or a total height of more than 100 feet are “not a permitted use.” While the ordinance sets out a procedure for small wind energy systems to obtain permission as special exceptions, the ordinance does not appear to provide a similar procedure for large systems.","Wayne County, Ind., Zoning Ordinance § 54.76(D) (2019), https://www.co.wayne.in.us/web/dept/planpermits/WayneCountyZoningOrdinance2019-012.pdf; Mickey Shuey, Commissioners vote to limit wind farms in Wayne County, Indiana Economic Digest, Dec. 8, 2016, https://indianaeconomicdigest.net/MobileContent/Most-Recent/Wabash/Article/Commissioners-vote-to-limit-wind-farms-in-Wayne-County/31/238/86212."
